發生年度,發生時-Hours,區序,天候,事故位置,路面狀況3,年齡,飲酒情形,座標-X,座標-Y
110,14,08士林區,8,1,4,55,1,121.5214685,25.10361426
110,14,08士林區,8,9,4,18,2,121.6001235,25.13220736
110,14,08士林區,8,9,4,49,2,121.6001235,25.13220736
110,14,01大同區,8,9,4,27,2,121.518945,25.07280194
110,14,01大同區,8,9,4,53,2,121.518945,25.07280194
110,14,08士林區,8,8,4,72,1,121.5380478,25.09801769
110,14,03中山區,8,2,4,37,1,121.5525314,25.08591314
110,14,08士林區,8,8,4,54,1,121.5380478,25.09801769
110,14,03中山區,8,2,4,55,1,121.5525314,25.08591314
110,14,08士林區,8,8,4,51,9,121.5380478,25.09801769
110,14,08士林區,7,9,4,21,1,121.5375878,25.11420954
110,14,08士林區,7,9,4,22,1,121.5375878,25.11420954
110,14,05中正區,8,1,4,58,11,121.5226866,25.02040892
110,14,05中正區,8,1,4,19,1,121.5226866,25.02040892
110,14,05中正區,8,1,4,26,2,121.5219535,25.039957
110,14,05中正區,8,1,4,25,2,121.5219535,25.039957
110,14,05中正區,8,1,4,44,9,121.5219535,25.039957
110,15,02萬華區,8,7,4,45,2,121.4901502,25.03493894
110,15,02萬華區,8,7,4,46,2,121.4901502,25.03493894
110,15,08士林區,8,9,4,20,2,121.5488521,25.13886615
110,15,08士林區,8,9,4,45,2,121.5488521,25.13886615
110,15,08士林區,8,9,4,19,10,121.5488521,25.13886615
110,15,08士林區,8,2,4,19,1,121.5425874,25.13689684
110,15,08士林區,8,2,4,45,10,121.5425874,25.13689684
110,15,10文山區,8,9,4,49,2,121.5670526,25.0055795
110,15,10文山區,8,9,4,18,2,121.5670526,25.0055795
110,15,10文山區,8,9,4,24,1,121.5670526,25.0055795
110,15,10文山區,8,9,4,18,10,121.5670526,25.0055795
110,15,04大安區,8,9,4,42,1,121.5503097,25.0303038
110,15,04大安區,8,9,4,51,1,121.5503097,25.0303038
110,15,04大安區,8,9,4,71,1,121.5539636,25.0212465
110,15,04大安區,8,9,4,52,1,121.5539636,25.0212465
110,16,03中山區,8,9,4,59,1,121.5264223,25.06280247
110,16,03中山區,8,9,4,59,1,121.5264223,25.06280247
110,16,09北投區,8,1,4,50,1,121.5020718,25.12012657
110,16,09北投區,8,1,4,35,1,121.5020718,25.12012657
110,16,10文山區,8,1,4,18,2,121.5412827,24.99384342
110,16,10文山區,8,1,4,16,2,121.5412827,24.99384342
110,16,08士林區,8,2,4,66,2,121.5237405,25.07988781
110,16,05中正區,8,9,4,50,2,121.5326517,25.03426044
110,16,08士林區,8,2,4,33,2,121.5237405,25.07988781
110,16,05中正區,8,9,4,47,2,121.5326517,25.03426044
110,16,08士林區,8,2,4,66,10,121.5237405,25.07988781
110,16,04大安區,8,2,4,60,1,121.5517658,25.03988564
110,16,04大安區,8,2,4,48,1,121.5517658,25.03988564
110,16,12內湖區,8,1,4,35,1,121.5810116,25.06757018
110,16,12內湖區,8,1,4,61,1,121.5810116,25.06757018
110,16,08士林區,7,8,4,67,1,121.5274154,25.10443137
110,16,08士林區,7,8,4,19,1,121.5274154,25.10443137
110,16,08士林區,7,8,4,,,121.5274154,25.10443137
110,16,08士林區,7,8,4,,,121.5274154,25.10443137
110,16,08士林區,7,8,4,,,121.5274154,25.10443137
110,16,08士林區,7,8,4,,,121.5274154,25.10443137
110,16,08士林區,7,8,4,,,121.5274154,25.10443137
110,16,08士林區,7,8,4,,,121.5274154,25.10443137
110,16,08士林區,7,8,4,,,121.5274154,25.10443137
110,16,08士林區,7,8,4,,,121.5274154,25.10443137
110,16,09北投區,8,9,4,37,2,121.5036422,25.1312362
110,16,09北投區,8,9,4,66,2,121.5036422,25.1312362
110,17,09北投區,8,20,4,68,2,121.518095,25.11036225
110,17,09北投區,8,20,4,68,10,121.518095,25.11036225
110,17,12內湖區,8,9,4,20,1,121.5860838,25.05638428
110,17,09北投區,8,1,4,47,2,121.5286062,25.13325361
110,17,12內湖區,8,9,4,38,1,121.5860838,25.05638428
110,17,09北投區,8,1,4,20,2,121.5286062,25.13325361
110,17,09北投區,8,1,4,18,10,121.5286062,25.13325361
110,17,12內湖區,8,9,4,62,1,121.573068,25.07496862
110,17,12內湖區,8,9,4,64,1,121.573068,25.07496862
110,17,09北投區,8,1,4,62,1,121.5174847,25.1069595
110,17,09北投區,8,1,4,59,1,121.5174847,25.1069595
110,17,09北投區,8,1,4,4,1,121.5174847,25.1069595
110,17,07信義區,8,1,4,29,2,121.5631482,25.02774519
110,17,07信義區,8,1,4,28,2,121.5631482,25.02774519
110,18,09北投區,8,9,4,66,1,121.5066177,25.12101454
110,18,09北投區,8,9,4,31,1,121.5066177,25.12101454
110,18,09北投區,8,9,4,54,1,121.4952141,25.1365399
110,18,09北投區,8,9,4,77,1,121.4952141,25.1365399
110,18,06松山區,7,1,4,40,2,121.5645821,25.06474915
110,18,06松山區,7,1,4,73,10,121.5645821,25.06474915
110,18,06松山區,7,1,4,41,11,121.5645821,25.06474915
110,18,07信義區,8,1,4,53,11,121.5587902,25.03063198
110,18,07信義區,8,1,4,79,1,121.5587902,25.03063198
110,18,07信義區,8,1,4,76,10,121.5587902,25.03063198
110,18,08士林區,8,2,4,25,1,121.5265642,25.100801
110,18,08士林區,8,2,4,24,1,121.5265642,25.100801
110,18,08士林區,8,2,4,37,1,121.5265642,25.100801
110,18,02萬華區,7,9,4,60,2,121.4942113,25.02638777
110,18,02萬華區,7,9,4,44,2,121.4942113,25.02638777
110,18,08士林區,8,11,4,26,1,121.5132882,25.09742593
110,18,08士林區,8,11,4,56,1,121.5132882,25.09742593
110,18,08士林區,8,11,4,23,1,121.5132882,25.09742593
110,18,08士林區,8,11,4,58,10,121.5132882,25.09742593
110,18,08士林區,8,11,4,,11,121.5132882,25.09742593
110,18,08士林區,8,11,4,,11,121.5132882,25.09742593
110,18,01大同區,8,2,4,56,2,121.5136229,25.0608894
110,18,01大同區,8,2,4,66,10,121.5136229,25.0608894
110,19,06松山區,8,18,4,63,1,121.5451751,25.05328346
110,19,06松山區,8,18,4,57,10,121.5451751,25.05328346
110,19,06松山區,8,9,4,27,1,121.5625312,25.04984408
110,19,06松山區,8,9,4,19,1,121.5625312,25.04984408
110,19,07信義區,7,9,4,46,1,121.5618354,25.03675309
110,19,07信義區,7,9,4,52,1,121.5618354,25.03675309
110,19,08士林區,8,9,4,36,1,121.5259342,25.08739005
110,19,08士林區,8,9,4,21,1,121.5259342,25.08739005
110,19,08士林區,8,9,4,,11,121.5259342,25.08739005
110,19,08士林區,8,9,4,,11,121.5259342,25.08739005
110,19,08士林區,8,9,4,,11,121.5259342,25.08739005
110,19,08士林區,8,9,4,24,1,121.5225784,25.10120792
110,19,08士林區,8,9,4,21,1,121.5225784,25.10120792
110,19,08士林區,8,9,4,24,10,121.5225784,25.10120792
110,20,03中山區,7,1,4,36,1,121.5259473,25.06834251
110,20,03中山區,7,1,4,19,1,121.5259473,25.06834251
110,20,03中山區,7,1,4,39,1,121.5259473,25.06834251
110,20,01大同區,8,9,4,67,1,121.5143486,25.06289456
110,20,04大安區,8,1,4,19,1,121.5471188,25.03894417
110,20,01大同區,8,9,4,60,1,121.5143486,25.06289456
110,20,04大安區,8,1,4,48,1,121.5471188,25.03894417
110,20,01大同區,7,1,4,69,1,121.5122566,25.06822494
110,20,09北投區,8,9,4,19,1,121.467448,25.13287005
110,20,01大同區,7,1,4,29,1,121.5122566,25.06822494
110,20,09北投區,8,9,4,23,1,121.467448,25.13287005
110,20,01大同區,7,1,4,29,10,121.5122566,25.06822494
110,20,05中正區,8,2,4,57,6,121.5281317,25.03815529
110,20,05中正區,8,2,4,,,121.5281317,25.03815529
110,21,09北投區,8,2,4,52,2,121.51376,25.11790882
110,21,09北投區,8,2,4,23,2,121.51376,25.11790882
110,21,09北投區,8,2,4,45,10,121.51376,25.11790882
110,21,09北投區,8,2,4,27,10,121.51376,25.11790882
110,21,09北投區,8,9,4,35,1,121.5033966,25.1375074
110,21,09北投區,8,9,4,27,1,121.5033966,25.1375074
110,21,10文山區,8,1,4,61,2,121.5737429,24.9892474
110,21,10文山區,8,1,4,18,2,121.5737429,24.9892474
110,21,06松山區,8,8,4,55,1,121.5454781,25.05192119
110,21,06松山區,8,8,4,21,1,121.5454781,25.05192119
110,21,06松山區,8,8,4,51,9,121.5454781,25.05192119
110,22,04大安區,8,1,4,24,1,121.5612537,25.015306
110,22,04大安區,8,1,4,30,1,121.5612537,25.015306
110,22,12內湖區,7,2,4,39,2,121.5929709,25.08494049
110,22,12內湖區,7,2,4,29,2,121.5929709,25.08494049
110,22,12內湖區,7,2,4,30,10,121.5929709,25.08494049
110,22,04大安區,8,1,4,22,2,121.5544398,25.04145727
110,22,04大安區,8,1,4,23,2,121.5544398,25.04145727
110,22,04大安區,8,1,4,39,10,121.5544398,25.04145727
110,22,07信義區,8,1,4,23,2,121.5722387,25.0492292
110,22,07信義區,8,1,4,41,2,121.5722387,25.0492292
110,23,06松山區,8,1,4,24,1,121.5443199,25.06226519
110,23,06松山區,8,1,4,20,1,121.5443199,25.06226519
110,23,12內湖區,8,1,4,26,2,121.5769341,25.07515015
110,23,12內湖區,8,1,4,26,10,121.5769341,25.07515015
110,23,12內湖區,8,9,4,29,1,121.5847222,25.05706417
110,23,12內湖區,8,9,4,23,1,121.5847222,25.05706417
110,23,01大同區,8,1,4,60,2,121.5136276,25.06082154
110,23,01大同區,8,1,4,44,10,121.5136276,25.06082154
110,23,05中正區,8,1,4,47,1,121.536919,25.01135081
110,23,05中正區,8,1,4,26,1,121.536919,25.01135081
110,23,03中山區,8,1,4,24,1,121.5225339,25.06271047
110,23,03中山區,8,1,4,21,1,121.5225339,25.06271047
110,23,03中山區,8,1,4,30,1,121.5225339,25.06271047
110,1,02萬華區,8,2,4,40,1,121.4978664,25.0330882
110,1,02萬華區,8,2,4,20,1,121.4978664,25.0330882
110,1,02萬華區,8,2,4,19,10,121.4978664,25.0330882
110,3,04大安區,8,9,4,58,1,121.5545053,25.0414712
110,3,04大安區,8,9,4,24,1,121.5545053,25.0414712
110,7,09北投區,8,1,4,44,11,121.5042637,25.13678459
110,7,09北投區,8,1,4,27,10,121.5042637,25.13678459
110,7,10文山區,8,9,4,47,2,121.5406172,24.99208961
110,7,10文山區,8,9,4,37,2,121.5406172,24.99208961
110,7,10文山區,8,9,4,48,2,121.5406172,24.99208961
110,7,05中正區,8,9,4,24,2,121.5279179,25.04669245
110,7,05中正區,8,9,4,44,2,121.5279179,25.04669245
110,7,02萬華區,8,7,4,47,1,121.5121626,25.0240622
110,7,02萬華區,8,7,4,49,1,121.5121626,25.0240622
110,7,02萬華區,8,7,4,52,1,121.5121626,25.0240622
110,7,03中山區,8,8,4,44,1,121.538572,25.05473012
110,7,03中山區,8,8,4,18,1,121.538572,25.05473012
110,7,03中山區,8,8,4,,,121.538572,25.05473012
110,7,03中山區,8,8,4,,,121.538572,25.05473012
110,7,03中山區,8,8,4,,,121.538572,25.05473012
110,7,03中山區,8,8,4,,,121.538572,25.05473012
110,7,03中山區,8,8,4,,,121.538572,25.05473012
110,7,05中正區,8,2,4,70,1,121.5158754,25.02741621
110,7,05中正區,8,2,4,19,1,121.5158754,25.02741621
110,7,02萬華區,8,9,4,28,2,121.4985362,25.04073383
110,7,02萬華區,8,9,4,40,2,121.4985362,25.04073383
110,7,12內湖區,8,1,4,29,1,121.6140328,25.06879173
110,7,12內湖區,8,1,4,46,1,121.6140328,25.06879173
110,7,12內湖區,8,7,4,27,1,121.583074,25.06852234
110,7,12內湖區,8,7,4,18,1,121.583074,25.06852234
110,7,12內湖區,8,7,4,55,1,121.583074,25.06852234
110,8,08士林區,8,8,4,28,11,121.5253362,25.08453831
110,8,08士林區,8,8,4,29,1,121.5253362,25.08453831
110,8,11南港區,8,9,4,41,2,121.6140518,25.06076839
110,8,11南港區,8,9,4,42,2,121.6140518,25.06076839
110,8,11南港區,8,9,4,51,9,121.6140518,25.06076839
110,8,07信義區,8,1,4,,11,121.565883,25.04826445
110,8,07信義區,8,1,4,48,1,121.565883,25.04826445
110,8,04大安區,8,2,4,38,1,121.548635,25.04478437
110,8,04大安區,8,2,4,27,1,121.548635,25.04478437
110,8,05中正區,8,2,4,62,2,121.5166494,25.02498337
110,8,05中正區,8,2,4,42,2,121.5166494,25.02498337
110,8,12內湖區,8,9,4,30,1,121.5812711,25.05421621
110,8,12內湖區,8,9,4,47,1,121.5812711,25.05421621
110,8,10文山區,8,1,4,66,2,121.5498197,24.9975673
110,8,10文山區,8,1,4,49,2,121.5498197,24.9975673
110,9,12內湖區,8,1,4,43,2,121.5785183,25.06656569
110,9,12內湖區,8,1,4,36,2,121.5785183,25.06656569
110,9,10文山區,8,9,4,20,2,121.5729193,25.00080877
110,9,10文山區,8,9,4,43,2,121.5729193,25.00080877
110,9,02萬華區,8,1,4,,11,121.5032695,25.04620136
110,9,02萬華區,8,1,4,29,2,121.5032695,25.04620136
110,9,09北投區,8,1,4,28,1,121.4663234,25.1190615
110,9,09北投區,8,1,4,39,1,121.4663234,25.1190615
110,9,01大同區,8,1,4,71,11,121.5110423,25.0538358
110,9,01大同區,8,1,4,30,2,121.5110423,25.0538358
110,9,01大同區,8,1,4,27,10,121.5110423,25.0538358
110,9,03中山區,8,1,4,25,1,121.5220302,25.06133926
110,9,03中山區,8,1,4,69,10,121.5220302,25.06133926
110,9,05中正區,8,2,4,25,2,121.5190223,25.04310643
110,9,05中正區,8,2,4,32,2,121.5190223,25.04310643
110,9,05中正區,8,2,4,47,11,121.5190223,25.04310643
110,10,07信義區,8,1,4,68,1,121.5687616,25.04800789
110,10,07信義區,8,1,4,36,1,121.5687616,25.04800789
110,10,10文山區,8,9,4,19,9,121.5630973,24.98679621
110,10,10文山區,8,9,4,,,121.5630973,24.98679621
110,10,05中正區,8,2,4,30,2,121.5145344,25.0347881
110,10,05中正區,8,2,4,,,121.5145344,25.0347881
110,10,09北投區,8,1,4,59,2,121.4695049,25.12288361
110,10,09北投區,8,1,4,31,2,121.4695049,25.12288361
110,10,09北投區,8,2,4,43,1,121.5127192,25.09877928
110,10,09北投區,8,2,4,21,1,121.5127192,25.09877928
110,11,01大同區,8,9,4,73,10,121.511176,25.06345292
110,11,01大同區,8,9,4,26,2,121.511176,25.06345292
110,11,12內湖區,8,1,4,52,1,121.6071756,25.07079137
110,11,12內湖區,8,1,4,20,1,121.6071756,25.07079137
110,11,12內湖區,8,1,4,,,121.6071756,25.07079137
110,11,07信義區,8,9,4,23,1,121.5596487,25.03292873
110,11,07信義區,8,9,4,36,1,121.5596487,25.03292873
110,11,05中正區,8,8,4,42,1,121.520049,25.02657352
110,11,05中正區,8,8,4,60,1,121.520049,25.02657352
110,11,05中正區,8,8,4,54,1,121.520049,25.02657352
110,11,07信義區,8,8,4,46,1,121.5684202,25.02745698
110,11,07信義區,8,8,4,68,1,121.5684202,25.02745698
110,11,08士林區,8,1,4,72,1,121.531155,25.1123669
110,11,08士林區,8,1,4,23,1,121.531155,25.1123669
110,11,02萬華區,8,9,4,53,2,121.5034267,25.02980173
110,11,02萬華區,8,9,4,25,2,121.5034267,25.02980173
110,11,03中山區,8,2,4,23,1,121.5229396,25.06624111
110,11,03中山區,8,2,4,21,1,121.5229396,25.06624111
110,11,07信義區,7,9,4,22,9,121.5764762,25.04090553
110,11,07信義區,7,9,4,54,9,121.5764762,25.04090553
110,11,03中山區,8,8,4,27,1,121.5227897,25.05857907
110,11,03中山區,8,8,4,51,1,121.5227897,25.05857907
110,11,03中山區,8,8,4,51,1,121.5227897,25.05857907
110,11,03中山區,8,8,4,,11,121.5227897,25.05857907
110,12,07信義區,8,9,4,60,9,121.555561,25.02351482
110,12,07信義區,8,9,4,,,121.555561,25.02351482
110,12,12內湖區,8,1,4,47,1,121.592769,25.06895243
110,12,12內湖區,8,1,4,23,1,121.592769,25.06895243
110,12,06松山區,8,1,4,45,1,121.5626839,25.04872509
110,12,06松山區,8,1,4,28,1,121.5626839,25.04872509
110,12,06松山區,8,1,4,25,10,121.5626839,25.04872509
110,12,10文山區,8,2,4,62,2,121.5550742,24.98022224
110,12,10文山區,8,2,4,51,2,121.5550742,24.98022224
110,12,05中正區,8,2,4,19,1,121.5240071,25.04760648
110,12,05中正區,8,2,4,29,1,121.5240071,25.04760648
110,12,08士林區,8,1,4,76,1,121.5236913,25.0799019
110,12,08士林區,8,1,4,40,1,121.5236913,25.0799019
110,12,07信義區,8,9,4,30,1,121.5779276,25.04527515
110,12,07信義區,8,9,4,26,1,121.5779276,25.04527515
110,13,12內湖區,8,9,4,33,1,121.5892499,25.07320414
110,13,12內湖區,8,9,4,26,1,121.5892499,25.07320414
110,13,12內湖區,8,9,4,42,11,121.5892499,25.07320414
110,13,03中山區,8,1,4,29,1,121.5274852,25.06273741
110,13,03中山區,8,1,4,40,1,121.5274852,25.06273741
110,13,03中山區,8,1,4,25,1,121.5274852,25.06273741
110,13,11南港區,8,9,4,51,2,121.5927492,25.0433221
110,13,11南港區,8,9,4,18,2,121.5927492,25.0433221
110,13,11南港區,8,9,4,49,10,121.5927492,25.0433221
110,13,01大同區,8,1,4,57,1,121.5120025,25.07660056
110,13,01大同區,8,1,4,22,1,121.5120025,25.07660056
110,14,09北投區,8,1,4,70,1,121.5221905,25.10949989
110,14,09北投區,8,1,4,42,1,121.5221905,25.10949989
110,14,09北投區,8,1,4,65,1,121.4988013,25.12740029
110,14,09北投區,8,1,4,65,1,121.4988013,25.12740029
110,14,12內湖區,8,8,4,27,1,121.6003112,25.08464224
110,14,12內湖區,8,8,4,60,10,121.6003112,25.08464224
110,14,12內湖區,8,8,4,38,1,121.6003112,25.08464224
110,14,10文山區,8,9,4,58,2,121.547536,24.9964255
110,14,10文山區,8,9,4,63,2,121.547536,24.9964255
110,14,10文山區,8,9,4,37,2,121.547536,24.9964255
110,14,02萬華區,8,1,4,49,2,121.4959693,25.03800716
110,14,02萬華區,8,1,4,53,2,121.4959693,25.03800716
110,15,03中山區,8,1,4,57,1,121.5341604,25.06710584
110,15,03中山區,8,1,4,19,1,121.5341604,25.06710584
110,15,08士林區,8,1,4,75,1,121.497199,25.09687821
110,15,08士林區,8,1,4,30,1,121.497199,25.09687821
110,15,05中正區,8,1,4,42,1,121.515328,25.029788
110,15,05中正區,8,1,4,42,1,121.515328,25.029788
110,15,05中正區,8,1,4,19,1,121.5080139,25.03642642
110,15,05中正區,8,1,4,27,1,121.5080139,25.03642642
110,15,02萬華區,8,1,4,,11,121.5006176,25.02795989
110,15,02萬華區,8,1,4,21,1,121.5006176,25.02795989
110,16,09北投區,8,9,4,46,2,121.5078295,25.1368836
110,16,09北投區,8,9,4,44,1,121.5078295,25.1368836
110,16,09北投區,8,9,4,28,2,121.5254079,25.12355134
110,16,09北投區,8,9,4,60,2,121.5254079,25.12355134
110,16,09北投區,8,9,4,42,2,121.5254079,25.12355134
110,16,09北投區,8,9,4,20,1,121.5542297,25.18149971
110,16,09北投區,8,9,4,,,121.5542297,25.18149971
110,16,09北投區,8,1,4,21,2,121.5213156,25.1189762
110,16,09北投區,8,1,4,37,1,121.5030508,25.13304194
110,16,09北投區,8,1,4,50,2,121.5213156,25.1189762
110,16,09北投區,8,1,4,24,1,121.5030508,25.13304194
110,16,08士林區,8,7,4,20,2,121.5190072,25.09259477
110,16,08士林區,8,7,4,44,2,121.5190072,25.09259477
110,16,08士林區,8,7,4,69,2,121.5190072,25.09259477
110,16,08士林區,8,7,4,49,2,121.5190072,25.09259477
110,16,05中正區,8,1,4,42,2,121.5204845,25.04706695
110,16,05中正區,8,1,4,27,2,121.5204845,25.04706695
110,16,10文山區,8,22,4,15,2,121.5720921,24.99464784
110,16,10文山區,8,22,4,58,2,121.5720921,24.99464784
110,16,08士林區,8,1,4,46,1,121.5317379,25.11352005
110,16,08士林區,8,1,4,19,1,121.5317379,25.11352005
110,16,11南港區,8,1,4,24,1,121.5919124,25.05579768
110,16,11南港區,8,1,4,70,1,121.5919124,25.05579768
110,17,04大安區,8,2,4,32,1,121.5395987,25.01303289
110,17,04大安區,8,2,4,20,1,121.5395987,25.01303289
110,17,03中山區,8,1,4,32,1,121.5244061,25.04868066
110,17,03中山區,8,1,4,44,1,121.5244061,25.04868066
110,17,04大安區,8,9,4,,11,121.5368838,25.02582923
110,17,04大安區,8,9,4,19,1,121.5368838,25.02582923
110,17,04大安區,8,9,4,19,10,121.5368838,25.02582923
110,18,05中正區,8,2,4,65,2,121.5326727,25.04425507
110,18,05中正區,8,2,4,57,2,121.5326727,25.04425507
110,18,04大安區,8,9,4,28,1,121.5382465,25.03721698
110,18,04大安區,8,9,4,,,121.5382465,25.03721698
110,18,08士林區,8,9,4,26,1,121.513914,25.09448
110,18,08士林區,8,9,4,44,1,121.513914,25.09448
110,18,12內湖區,7,9,4,26,1,121.6114431,25.06363205
110,18,12內湖區,7,9,4,34,1,121.6114431,25.06363205
110,18,04大安區,8,9,4,25,1,121.5313825,25.03351766
110,18,04大安區,8,9,4,20,1,121.5313825,25.03351766
110,18,04大安區,8,9,4,26,9,121.5313825,25.03351766
110,19,01大同區,7,2,4,43,11,121.5138346,25.06307112
110,19,01大同區,7,2,4,24,1,121.5138346,25.06307112
110,19,01大同區,7,2,4,25,1,121.5138346,25.06307112
110,19,01大同區,7,2,4,24,1,121.5138346,25.06307112
110,19,10文山區,8,9,4,22,1,121.5388635,25.00631139
110,19,07信義區,8,1,4,65,1,121.5565914,25.0206478
110,19,10文山區,8,9,4,66,1,121.5388635,25.00631139
110,19,07信義區,8,1,4,20,1,121.5565914,25.0206478
110,19,07信義區,8,1,4,19,1,121.5615072,25.0358904
110,19,07信義區,8,1,4,39,1,121.5615072,25.0358904
110,20,03中山區,8,1,4,25,1,121.5392827,25.06147384
110,20,03中山區,8,1,4,33,10,121.5392827,25.06147384
110,20,03中山區,8,2,4,22,9,121.5369734,25.04487082
110,20,03中山區,8,2,4,,,121.5369734,25.04487082
110,20,10文山區,8,1,4,20,1,121.5541995,24.98484643
110,20,10文山區,8,1,4,54,1,121.5541995,24.98484643
110,20,10文山區,8,1,4,38,1,121.5541995,24.98484643
110,20,03中山區,8,1,4,30,1,121.5409433,25.06293414
110,20,03中山區,8,1,4,20,1,121.5409433,25.06293414
110,20,03中山區,8,1,4,19,10,121.5409433,25.06293414
110,20,07信義區,7,2,4,34,1,121.5682901,25.0318381
110,20,07信義區,7,2,4,28,1,121.5682901,25.0318381
110,20,06松山區,8,9,4,67,1,121.5634742,25.06150785
110,20,06松山區,8,9,4,28,1,121.5634742,25.06150785
110,21,04大安區,8,1,4,38,1,121.5436783,25.03816032
110,21,04大安區,8,1,4,30,1,121.5436783,25.03816032
110,21,04大安區,8,1,4,28,10,121.5436783,25.03816032
110,22,07信義區,8,9,4,21,1,121.5553374,25.0266098
110,22,07信義區,8,9,4,46,1,121.5553374,25.0266098
110,22,07信義區,8,9,4,21,10,121.5553374,25.0266098
110,22,05中正區,7,8,4,46,9,121.5258096,25.02089409
110,22,05中正區,7,8,4,26,9,121.5258096,25.02089409
110,22,08士林區,8,9,4,16,9,121.5259402,25.09360828
110,22,08士林區,8,9,4,26,9,121.5259402,25.09360828
110,23,06松山區,8,1,4,30,1,121.5466486,25.0614664
110,23,06松山區,8,1,4,39,1,121.5466486,25.0614664
110,23,03中山區,8,1,4,23,1,121.5585386,25.0839338
110,23,03中山區,8,1,4,20,1,121.5585386,25.0839338
110,0,01大同區,8,1,4,40,2,121.5191333,25.07413938
110,0,01大同區,8,1,4,27,2,121.5191333,25.07413938
110,0,01大同區,8,1,4,26,10,121.5191333,25.07413938
110,0,11南港區,7,2,4,51,8,121.6178803,25.0453559
110,0,11南港區,7,2,4,17,1,121.6178803,25.0453559
110,2,02萬華區,8,9,4,40,1,121.4904584,25.02416276
110,2,02萬華區,8,9,4,56,1,121.4904584,25.02416276
110,2,09北投區,7,1,4,19,1,121.5051494,25.13846583
110,2,09北投區,7,1,4,16,1,121.5051494,25.13846583
110,2,09北投區,7,1,4,16,10,121.5051494,25.13846583
110,3,04大安區,8,20,4,26,1,121.5366047,25.04190926
110,3,04大安區,8,20,4,,,121.5366047,25.04190926
110,3,04大安區,8,20,4,21,10,121.5366047,25.04190926
110,5,07信義區,8,9,4,26,1,121.569568,25.041216
110,5,07信義區,8,9,4,,,121.569568,25.041216
110,6,12內湖區,8,1,4,55,2,121.6114707,25.06403093
110,6,12內湖區,8,1,4,39,2,121.6114707,25.06403093
110,7,02萬華區,8,9,4,43,1,121.4980876,25.0223139
110,7,02萬華區,8,9,4,66,1,121.4980876,25.0223139
110,7,07信義區,8,1,4,55,11,121.5547039,25.02242517
110,7,07信義區,8,1,4,25,10,121.5547039,25.02242517
110,7,03中山區,8,1,4,52,1,121.5390986,25.04953947
110,7,03中山區,8,1,4,33,1,121.5390986,25.04953947
110,7,08士林區,8,9,4,59,1,121.5259648,25.10158322
110,7,08士林區,8,9,4,37,1,121.5259648,25.10158322
110,7,02萬華區,8,9,4,38,2,121.5006467,25.03333966
110,7,02萬華區,8,9,4,40,2,121.5006467,25.03333966
110,7,02萬華區,8,1,4,57,7,121.5031946,25.0350826
110,7,02萬華區,8,1,4,56,2,121.5031946,25.0350826
110,7,04大安區,8,2,4,57,2,121.5540338,25.0413349
110,7,04大安區,8,2,4,22,2,121.5540338,25.0413349
110,7,04大安區,8,9,4,46,1,121.5445895,25.03101844
110,7,04大安區,8,9,4,57,1,121.5445895,25.03101844
110,8,10文山區,8,1,4,33,2,121.5715556,24.99402297
110,8,10文山區,8,1,4,41,2,121.5715556,24.99402297
110,8,11南港區,8,1,4,18,2,121.6108527,25.06080005
110,8,11南港區,8,1,4,54,2,121.6108527,25.06080005
110,8,12內湖區,8,2,4,24,1,121.6102413,25.07109586
110,8,12內湖區,8,2,4,44,1,121.6102413,25.07109586
110,8,04大安區,8,2,4,18,1,121.5291484,25.0331937
110,8,04大安區,8,2,4,67,1,121.5291484,25.0331937
110,8,10文山區,8,9,4,52,11,121.5446836,24.99577379
110,8,07信義區,8,1,4,68,1,121.5627817,25.04326255
110,8,10文山區,8,9,4,85,10,121.5446836,24.99577379
110,8,07信義區,8,1,4,26,1,121.5627817,25.04326255
110,8,07信義區,8,1,4,68,1,121.5627817,25.04326255
110,8,07信義區,8,1,4,21,10,121.5627817,25.04326255
110,8,07信義區,8,1,4,,,121.5627817,25.04326255
110,8,10文山區,8,1,4,32,2,121.5467161,24.99765393
110,8,10文山區,8,1,4,51,2,121.5467161,24.99765393
110,8,11南港區,8,2,4,31,1,121.6126183,25.0553493
110,8,11南港區,8,2,4,34,1,121.6126183,25.0553493
110,8,03中山區,8,2,4,40,1,121.5289512,25.06250973
110,8,03中山區,8,2,4,42,1,121.5289512,25.06250973
110,8,09北投區,8,2,4,24,1,121.4934165,25.12129204
110,8,09北投區,8,2,4,30,1,121.4934165,25.12129204
110,8,05中正區,8,2,4,46,2,121.5128265,25.03890929
110,8,05中正區,8,2,4,33,2,121.5128265,25.03890929
110,9,03中山區,8,9,4,29,1,121.5367465,25.06161337
110,9,03中山區,8,9,4,51,1,121.5367465,25.06161337
110,9,07信義區,8,2,4,38,1,121.5654716,25.03122142
110,9,07信義區,8,2,4,19,1,121.5654716,25.03122142
110,9,08士林區,8,1,4,66,1,121.5458602,25.09776842
110,9,01大同區,8,2,4,20,10,121.5183299,25.06853535
110,9,08士林區,8,1,4,24,1,121.5458602,25.09776842
110,9,01大同區,8,2,4,35,2,121.5183299,25.06853535
110,9,03中山區,8,9,4,46,1,121.5501644,25.08522422
110,9,03中山區,8,9,4,46,1,121.5501644,25.08522422
110,9,07信義區,8,2,4,22,2,121.574776,25.03376915
110,9,10文山區,8,1,4,47,2,121.5456771,24.99873352
